gsm,type,geo_id,platform.new,drug_name,DiseaseState,cell_type,TissueID,TissueName,ale_text_sex,ale_expr_sex,ale_expr_sex_post,cell_line
GSM811219,pert,GSE32547,GPL570,cholesterol|coenzyme A|dimethyl sulfoxide|hydroxy group|hydroxymethylglutaryl-CoA reductase inhibitor|inhibitor|low-density lipoprotein|pitavastatin,0,Cells|Endothelial Cells|Endothelium|Human Umbilical Vein Endothelial Cells|Left umbilical vein,1176,endothelial cell,,male,0.78561412,FALSE
GSM811221,pert,GSE32547,GPL570,cholesterol|coenzyme A|dimethyl sulfoxide|hydroxy group|hydroxymethylglutaryl-CoA reductase inhibitor|inhibitor|low-density lipoprotein|pitavastatin,0,Cells|Endothelial Cells|Endothelium|Human Umbilical Vein Endothelial Cells|Left umbilical vein,1176,endothelial cell,,male,0.684731111,FALSE
GSM811223,pert,GSE32547,GPL570,cholesterol|coenzyme A|dimethyl sulfoxide|hydroxy group|hydroxymethylglutaryl-CoA reductase inhibitor|inhibitor|low-density lipoprotein|pitavastatin,0,Cells|Endothelial Cells|Endothelium|Human Umbilical Vein Endothelial Cells|Left umbilical vein,1176,endothelial cell,,male,0.798785122,FALSE
GSM811225,pert,GSE32547,GPL570,cholesterol|coenzyme A|dimethyl sulfoxide|hydroxy group|hydroxymethylglutaryl-CoA reductase inhibitor|inhibitor|low-density lipoprotein|pitavastatin,0,Cells|Endothelial Cells|Endothelium|Human Umbilical Vein Endothelial Cells|Left umbilical vein,1176,endothelial cell,,male,0.944104708,FALSE
GSM811227,pert,GSE32547,GPL570,cholesterol|coenzyme A|dimethyl sulfoxide|hydroxy group|hydroxymethylglutaryl-CoA reductase inhibitor|inhibitor|low-density lipoprotein|pitavastatin,0,Cells|Endothelial Cells|Endothelium|Human Umbilical Vein Endothelial Cells|Left umbilical vein,1176,endothelial cell,,male,0.920809093,FALSE
GSM811229,pert,GSE32547,GPL570,cholesterol|coenzyme A|dimethyl sulfoxide|hydroxy group|hydroxymethylglutaryl-CoA reductase inhibitor|inhibitor|low-density lipoprotein|pitavastatin,0,Cells|Endothelial Cells|Endothelium|Human Umbilical Vein Endothelial Cells|Left umbilical vein,1176,endothelial cell,,male,0.96279459,FALSE
GSM811231,pert,GSE32547,GPL570,cholesterol|coenzyme A|dimethyl sulfoxide|hydroxy group|hydroxymethylglutaryl-CoA reductase inhibitor|inhibitor|low-density lipoprotein|pitavastatin,0,Cells|Endothelial Cells|Endothelium|Human Umbilical Vein Endothelial Cells|Left umbilical vein,1176,endothelial cell,,male,0.929880504,FALSE
GSM811233,pert,GSE32547,GPL570,cholesterol|coenzyme A|dimethyl sulfoxide|hydroxy group|hydroxymethylglutaryl-CoA reductase inhibitor|inhibitor|low-density lipoprotein|pitavastatin,0,Cells|Endothelial Cells|Endothelium|Human Umbilical Vein Endothelial Cells|Left umbilical vein,1176,endothelial cell,,male,0.948760157,FALSE
GSM810968,pert,GSE32670,GPL570,"17beta-estradiol|4,4'-diaminodiphenylmethane",1,Cells|Cultured Cell Line|Entire breast|MCF-7 Cells,149,breast,,male,0.858480676,FALSE
GSM810969,pert,GSE32670,GPL570,"17beta-estradiol|4,4'-diaminodiphenylmethane",1,Cells|Cultured Cell Line|Entire breast|MCF-7 Cells,149,breast,,female,0.572387749,FALSE
GSM881827,pert,GSE36149,GPL570,Spondyloenchondrodysplasia,1,Cultured Cell Line|lymphoblast,2144,acute lymphoblastic leukemia cell line,,female,0.979264885,TRUE
GSM881833,pert,GSE36149,GPL570,Spondyloenchondrodysplasia,1,Cultured Cell Line|lymphoblast,2144,acute lymphoblastic leukemia cell line,,female,0.977370944,TRUE
GSM63815,pert,GSE2930,GPL2621,,NA,MCF-7 Cells,NA,NA,NA,NA,NA,NA
GSM63830,pert,GSE2930,GPL2621,,NA,MCF-7 Cells,NA,NA,NA,NA,NA,NA
GSM671925,pert,GSE27190,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.854014845,FALSE
GSM671926,pert,GSE27190,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.951358057,FALSE
GSM671927,pert,GSE27190,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.857883166,FALSE
GSM2061795,pert,GSE77942,GPL6244,,0,Alveolar|Cultured Cell Line|Epithelial Cells|Pneumocytes,414,epithelial cell,,male,0.999830153,FALSE
GSM2061796,pert,GSE77942,GPL6244,,0,Alveolar|Cultured Cell Line|Epithelial Cells|Pneumocytes,414,epithelial cell,,male,0.999849489,FALSE
GSM2061797,pert,GSE77942,GPL6244,,0,Alveolar|Cultured Cell Line|Epithelial Cells|Pneumocytes,414,epithelial cell,,male,0.999384155,FALSE
GSM2061801,pert,GSE77942,GPL6244,,0,Alveolar|Cultured Cell Line|Epithelial Cells|Pneumocytes,414,epithelial cell,,male,0.999907541,FALSE
GSM2061802,pert,GSE77942,GPL6244,,0,Alveolar|Cultured Cell Line|Epithelial Cells|Pneumocytes,414,epithelial cell,,male,0.999579827,FALSE
GSM2061803,pert,GSE77942,GPL6244,,0,Alveolar|Cultured Cell Line|Epithelial Cells|Pneumocytes,414,epithelial cell,,male,0.999815691,FALSE
GSM2061804,pert,GSE77942,GPL6244,,0,Alveolar|Cultured Cell Line|Epithelial Cells|Pneumocytes,414,epithelial cell,,male,0.990048137,FALSE
GSM2061805,pert,GSE77942,GPL6244,,0,Alveolar|Cultured Cell Line|Epithelial Cells|Pneumocytes,414,epithelial cell,,male,0.998305551,FALSE
GSM2061806,pert,GSE77942,GPL6244,,0,Alveolar|Cultured Cell Line|Epithelial Cells|Pneumocytes,414,epithelial cell,,male,0.998427609,FALSE
GSM2061810,pert,GSE77942,GPL6244,,0,Alveolar|Cultured Cell Line|Epithelial Cells|Pneumocytes,414,epithelial cell,,male,0.999721128,FALSE
GSM2061811,pert,GSE77942,GPL6244,,0,Alveolar|Cultured Cell Line|Epithelial Cells|Pneumocytes,414,epithelial cell,,male,0.99987574,FALSE
GSM2061812,pert,GSE77942,GPL6244,,0,Alveolar|Cultured Cell Line|Epithelial Cells|Pneumocytes,414,epithelial cell,,male,0.999735332,FALSE
GSM2095777,pert,GSE79473,GPL6244,antioxidant|water,0,Cultured Cell Line|Hep G2 Cells,599,Hep-G2 cell,,male,0.99999395,TRUE
GSM2095778,pert,GSE79473,GPL6244,antioxidant|water,0,Cultured Cell Line|Hep G2 Cells,599,Hep-G2 cell,,male,0.999989127,TRUE
GSM2095779,pert,GSE79473,GPL6244,antioxidant|water,0,Cultured Cell Line|Hep G2 Cells,599,Hep-G2 cell,,male,0.999992525,TRUE
GSM263924,pert,GSE10434,GPL571,isotretinoin|retinoic acid|serine|serine protease inhibitor,0,Entire skin|Follicle|Sebocyte|Sebum,1253,skin,M,NA,NA,FALSE
GSM263928,pert,GSE10434,GPL571,isotretinoin|retinoic acid|serine|serine protease inhibitor,0,Entire skin|Follicle|Sebocyte|Sebum,1253,skin,M,NA,NA,FALSE
GSM2135540,pert,GSE80733,GPL10558,zinc sulfate heptahydrate,0,Airway structure|Cells [Chemical/Ingredient]|Cultured Cell Line,2923,BEAS-2B cell,,NA,NA,TRUE
GSM2135541,pert,GSE80733,GPL10558,zinc sulfate heptahydrate,0,Airway structure|Cells [Chemical/Ingredient]|Cultured Cell Line,2923,BEAS-2B cell,,NA,NA,TRUE
GSM2135542,pert,GSE80733,GPL10558,zinc sulfate heptahydrate,0,Airway structure|Cells [Chemical/Ingredient]|Cultured Cell Line,2923,BEAS-2B cell,,NA,NA,TRUE
GSM2135549,pert,GSE80733,GPL10558,zinc sulfate heptahydrate,0,Airway structure|Cells [Chemical/Ingredient]|Cultured Cell Line,2923,BEAS-2B cell,,NA,NA,TRUE
GSM2135550,pert,GSE80733,GPL10558,zinc sulfate heptahydrate,0,Airway structure|Cells [Chemical/Ingredient]|Cultured Cell Line,2923,BEAS-2B cell,,NA,NA,TRUE
GSM2135551,pert,GSE80733,GPL10558,zinc sulfate heptahydrate,0,Airway structure|Cells [Chemical/Ingredient]|Cultured Cell Line,2923,BEAS-2B cell,,NA,NA,TRUE
GSM718719,pert,GSE29008,GPL570,toxin,NA,Colon structure (body structure)|Cultured Cell Line|Epithelial Cells,NA,NA,NA,female,0.956828651,NA
GSM718720,pert,GSE29008,GPL570,toxin,NA,Colon structure (body structure)|Cultured Cell Line|Epithelial Cells,NA,NA,NA,female,0.954587465,NA
GSM718726,pert,GSE29008,GPL570,toxin,NA,Colon structure (body structure)|Cultured Cell Line|Epithelial Cells,NA,NA,NA,female,0.895823714,NA
GSM718727,pert,GSE29008,GPL570,toxin,NA,Colon structure (body structure)|Cultured Cell Line|Epithelial Cells,NA,NA,NA,female,0.928731989,NA
GSM718728,pert,GSE29008,GPL570,toxin,NA,Colon structure (body structure)|Cultured Cell Line|Epithelial Cells,NA,NA,NA,female,0.864501139,NA
GSM254392,pert,GSE10063,GPL570,hydrocarbon|inhibitor|xenobiotic,1,Body tissue|Cells|Cells [Chemical/Ingredient]|Entire tongue|Oral cavity|Oral mucous membrane structure|Squamous epithelial cell,5241,MSK-Leuk1 cell,,female,0.793289225,TRUE
GSM254397,pert,GSE10063,GPL570,hydrocarbon|inhibitor|xenobiotic,1,Body tissue|Cells|Cells [Chemical/Ingredient]|Entire tongue|Oral cavity|Oral mucous membrane structure|Squamous epithelial cell,5241,MSK-Leuk1 cell,,female,0.869140037,TRUE
GSM254402,pert,GSE10063,GPL570,hydrocarbon|inhibitor|xenobiotic,1,Body tissue|Cells|Cells [Chemical/Ingredient]|Entire tongue|Oral cavity|Oral mucous membrane structure|Squamous epithelial cell,5241,MSK-Leuk1 cell,,female,0.857955337,TRUE
GSM254407,pert,GSE10063,GPL570,hydrocarbon|inhibitor|xenobiotic,1,Body tissue|Cells|Cells [Chemical/Ingredient]|Entire tongue|Oral cavity|Oral mucous membrane structure|Squamous epithelial cell,5241,MSK-Leuk1 cell,,female,0.601840392,TRUE
GSM254412,pert,GSE10063,GPL570,hydrocarbon|inhibitor|xenobiotic,1,Body tissue|Cells|Cells [Chemical/Ingredient]|Entire tongue|Oral cavity|Oral mucous membrane structure|Squamous epithelial cell,5241,MSK-Leuk1 cell,,female,0.784279076,TRUE
GSM254417,pert,GSE10063,GPL570,hydrocarbon|inhibitor|xenobiotic,1,Body tissue|Cells|Cells [Chemical/Ingredient]|Entire tongue|Oral cavity|Oral mucous membrane structure|Squamous epithelial cell,5241,MSK-Leuk1 cell,,female,0.786119999,TRUE
GSM243712,pert,GSE9647,GPL570,dimethyl sulfoxide|polyphenol|xenobiotic,0,Cells [Chemical/Ingredient]|Endothelial Cells|Left umbilical vein|Vascular Endothelial Cells,1949,HUVEC cell,,male,0.850291393,TRUE
GSM243713,pert,GSE9647,GPL570,dimethyl sulfoxide|polyphenol|xenobiotic,0,Cells [Chemical/Ingredient]|Endothelial Cells|Left umbilical vein|Vascular Endothelial Cells,1949,HUVEC cell,,male,0.837799792,TRUE
GSM243714,pert,GSE9647,GPL570,dimethyl sulfoxide|polyphenol|xenobiotic,0,Cells [Chemical/Ingredient]|Endothelial Cells|Left umbilical vein|Vascular Endothelial Cells,1949,HUVEC cell,,male,0.772500524,TRUE
GSM506370,pert,GSE20185,GPL6947,cisplatin,1,Cell Fraction|Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|effusion|hypopharynx|Larynx|Squamous epithelial cell,834,Detroit-562 cell,,female,0.921076884,TRUE
GSM506371,pert,GSE20185,GPL6947,cisplatin,1,Cell Fraction|Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|effusion|hypopharynx|Larynx|Squamous epithelial cell,834,Detroit-562 cell,,female,0.967767433,TRUE
GSM506372,pert,GSE20185,GPL6947,cisplatin,1,Cell Fraction|Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|effusion|hypopharynx|Larynx|Squamous epithelial cell,834,Detroit-562 cell,,female,0.913270388,TRUE
GSM492847,pert,GSE19736,GPL6244,inhibitor,1,Cells [Chemical/Ingredient]|Cultured Cell Line|Entire cell,1271,leukemia cell,,male,0.999313061,FALSE
GSM492848,pert,GSE19736,GPL6244,inhibitor,1,Cells [Chemical/Ingredient]|Cultured Cell Line|Entire cell,1271,leukemia cell,,male,0.999631287,FALSE
GSM492849,pert,GSE19736,GPL6244,inhibitor,1,Cells [Chemical/Ingredient]|Cultured Cell Line|Entire cell,1271,leukemia cell,,male,0.999586145,FALSE
GSM234892,pert,GSE9252,GPL5886,DDT|hormone|lipid|steroid,NA,Body tissue|Cells|Cells [Chemical/Ingredient]|Chromosomes|Endothelial Cells|Entire cell|Entire endometrium|Organ|Plasma membrane,NA,NA,NA,NA,NA,NA
GSM234893,pert,GSE9252,GPL5886,DDT|hormone|lipid|steroid,NA,Body tissue|Cells|Cells [Chemical/Ingredient]|Chromosomes|Endothelial Cells|Entire cell|Entire endometrium|Organ|Plasma membrane,NA,NA,NA,NA,NA,NA
GSM234894,pert,GSE9252,GPL5886,DDT|hormone|lipid|steroid,NA,Body tissue|Cells|Cells [Chemical/Ingredient]|Chromosomes|Endothelial Cells|Entire cell|Entire endometrium|Organ|Plasma membrane,NA,NA,NA,NA,NA,NA
GSM234895,pert,GSE9252,GPL5886,DDT|hormone|lipid|steroid,NA,Body tissue|Cells|Cells [Chemical/Ingredient]|Chromosomes|Endothelial Cells|Entire cell|Entire endometrium|Organ|Plasma membrane,NA,NA,NA,NA,NA,NA
GSM234896,pert,GSE9252,GPL5886,DDT|hormone|lipid|steroid,NA,Body tissue|Cells|Cells [Chemical/Ingredient]|Chromosomes|Endothelial Cells|Entire cell|Entire endometrium|Organ|Plasma membrane,NA,NA,NA,NA,NA,NA
GSM1823677,pert,GSE71099,GPL6104,dexamethasone|ethanol|glucocorticoid|solvent,1,"Cultured Cell Line|Malignant Epithelial Cell|Tumor cells, malignant",1033,prostate cancer cell line,M,NA,NA,TRUE
GSM1823685,pert,GSE71099,GPL6104,dexamethasone|ethanol|glucocorticoid|solvent,1,"Cultured Cell Line|Malignant Epithelial Cell|Tumor cells, malignant",1033,prostate cancer cell line,M,NA,NA,TRUE
GSM1823678,pert,GSE71099,GPL6104,dexamethasone|ethanol|glucocorticoid|solvent,1,"Cultured Cell Line|Malignant Epithelial Cell|Tumor cells, malignant",1033,prostate cancer cell line,M,NA,NA,TRUE
GSM1823686,pert,GSE71099,GPL6104,dexamethasone|ethanol|glucocorticoid|solvent,1,"Cultured Cell Line|Malignant Epithelial Cell|Tumor cells, malignant",1033,prostate cancer cell line,M,NA,NA,TRUE
GSM1823673,pert,GSE71099,GPL6104,dexamethasone|ethanol|glucocorticoid|solvent,1,"Cultured Cell Line|Malignant Epithelial Cell|Tumor cells, malignant",1033,prostate cancer cell line,M,NA,NA,TRUE
GSM1823681,pert,GSE71099,GPL6104,dexamethasone|ethanol|glucocorticoid|solvent,1,"Cultured Cell Line|Malignant Epithelial Cell|Tumor cells, malignant",1033,prostate cancer cell line,M,NA,NA,TRUE
GSM1823674,pert,GSE71099,GPL6104,dexamethasone|ethanol|glucocorticoid|solvent,1,"Cultured Cell Line|Malignant Epithelial Cell|Tumor cells, malignant",1033,prostate cancer cell line,M,NA,NA,TRUE
GSM1823682,pert,GSE71099,GPL6104,dexamethasone|ethanol|glucocorticoid|solvent,1,"Cultured Cell Line|Malignant Epithelial Cell|Tumor cells, malignant",1033,prostate cancer cell line,M,NA,NA,TRUE
GSM1823675,pert,GSE71099,GPL6104,dexamethasone|ethanol|glucocorticoid|solvent,1,"Cultured Cell Line|Malignant Epithelial Cell|Tumor cells, malignant",1033,prostate cancer cell line,M,NA,NA,TRUE
GSM1823683,pert,GSE71099,GPL6104,dexamethasone|ethanol|glucocorticoid|solvent,1,"Cultured Cell Line|Malignant Epithelial Cell|Tumor cells, malignant",1033,prostate cancer cell line,M,NA,NA,TRUE
GSM1823676,pert,GSE71099,GPL6104,dexamethasone|ethanol|glucocorticoid|solvent,1,"Cultured Cell Line|Malignant Epithelial Cell|Tumor cells, malignant",1033,prostate cancer cell line,M,NA,NA,TRUE
GSM1823684,pert,GSE71099,GPL6104,dexamethasone|ethanol|glucocorticoid|solvent,1,"Cultured Cell Line|Malignant Epithelial Cell|Tumor cells, malignant",1033,prostate cancer cell line,M,NA,NA,TRUE
GSM823423,pert,GSE33287,GPL10558,estrogen,NA,Cells [Chemical/Ingredient],NA,NA,NA,NA,NA,NA
GSM823424,pert,GSE33287,GPL10558,estrogen,NA,Cells [Chemical/Ingredient],NA,NA,NA,NA,NA,NA
GSM823425,pert,GSE33287,GPL10558,estrogen,NA,Cells [Chemical/Ingredient],NA,NA,NA,NA,NA,NA
GSM357547,pert,GSE14312,GPL4133,,0,Adipocytes|Cells [Chemical/Ingredient]|macrophage|Media layer,443,adipocyte,,NA,NA,FALSE
GSM357550,pert,GSE14312,GPL4133,,0,Adipocytes|Cells [Chemical/Ingredient]|macrophage|Media layer,443,adipocyte,,NA,NA,FALSE
GSM357634,pert,GSE14312,GPL4133,,0,Adipocytes|Cells [Chemical/Ingredient]|macrophage|Media layer,443,adipocyte,,NA,NA,FALSE
GSM357715,pert,GSE14312,GPL4133,,0,Adipocytes|Cells [Chemical/Ingredient]|macrophage|Media layer,443,adipocyte,,NA,NA,FALSE
GSM357726,pert,GSE14312,GPL4133,,0,Adipocytes|Cells [Chemical/Ingredient]|macrophage|Media layer,443,adipocyte,,NA,NA,FALSE
GSM357545,pert,GSE14312,GPL4133,,0,Adipocytes|Cells [Chemical/Ingredient]|macrophage|Media layer,443,adipocyte,,NA,NA,FALSE
GSM357607,pert,GSE14312,GPL4133,,0,Adipocytes|Cells [Chemical/Ingredient]|macrophage|Media layer,443,adipocyte,,NA,NA,FALSE
GSM357612,pert,GSE14312,GPL4133,,0,Adipocytes|Cells [Chemical/Ingredient]|macrophage|Media layer,443,adipocyte,,NA,NA,FALSE
GSM357713,pert,GSE14312,GPL4133,,0,Adipocytes|Cells [Chemical/Ingredient]|macrophage|Media layer,443,adipocyte,,NA,NA,FALSE
GSM357717,pert,GSE14312,GPL4133,,0,Adipocytes|Cells [Chemical/Ingredient]|macrophage|Media layer,443,adipocyte,,NA,NA,FALSE
GSM357760,pert,GSE14312,GPL4133,,0,Adipocytes|Cells [Chemical/Ingredient]|macrophage|Media layer,443,adipocyte,,NA,NA,FALSE
GSM357604,pert,GSE14312,GPL4133,,0,Adipocytes|Cells [Chemical/Ingredient]|macrophage|Media layer,443,adipocyte,,NA,NA,FALSE
GSM357611,pert,GSE14312,GPL4133,,0,Adipocytes|Cells [Chemical/Ingredient]|macrophage|Media layer,443,adipocyte,,NA,NA,FALSE
GSM357708,pert,GSE14312,GPL4133,,0,Adipocytes|Cells [Chemical/Ingredient]|macrophage|Media layer,443,adipocyte,,NA,NA,FALSE
GSM357712,pert,GSE14312,GPL4133,,0,Adipocytes|Cells [Chemical/Ingredient]|macrophage|Media layer,443,adipocyte,,NA,NA,FALSE
GSM357718,pert,GSE14312,GPL4133,,0,Adipocytes|Cells [Chemical/Ingredient]|macrophage|Media layer,443,adipocyte,,NA,NA,FALSE
GSM357762,pert,GSE14312,GPL4133,,0,Adipocytes|Cells [Chemical/Ingredient]|macrophage|Media layer,443,adipocyte,,NA,NA,FALSE
GSM1183158,pert,GSE48668,GPL7020,tocotrienol,0,Cultured Cell Line|HeLa Cells,567,HeLa cell,,NA,NA,TRUE
GSM1183159,pert,GSE48668,GPL7020,tocotrienol,0,Cultured Cell Line|HeLa Cells,567,HeLa cell,,NA,NA,TRUE
GSM1183160,pert,GSE48668,GPL7020,tocotrienol,0,Cultured Cell Line|HeLa Cells,567,HeLa cell,,NA,NA,TRUE
GSM1183161,pert,GSE48668,GPL7020,tocotrienol,0,Cultured Cell Line|HeLa Cells,567,HeLa cell,,NA,NA,TRUE
GSM1183162,pert,GSE48668,GPL7020,tocotrienol,0,Cultured Cell Line|HeLa Cells,567,HeLa cell,,NA,NA,TRUE
GSM1183155,pert,GSE48668,GPL7020,tocotrienol,0,Cultured Cell Line|HeLa Cells,567,HeLa cell,,NA,NA,TRUE
GSM1183156,pert,GSE48668,GPL7020,tocotrienol,0,Cultured Cell Line|HeLa Cells,567,HeLa cell,,NA,NA,TRUE
GSM1183157,pert,GSE48668,GPL7020,tocotrienol,0,Cultured Cell Line|HeLa Cells,567,HeLa cell,,NA,NA,TRUE
GSM1319870,pert,GSE54606,GPL10558,,0,Adipocytes|Alveolar|Body tissue|Cultured Cell Line|Epithelial Cells,414,epithelial cell,,NA,NA,FALSE
GSM1319881,pert,GSE54606,GPL10558,,0,Adipocytes|Alveolar|Body tissue|Cultured Cell Line|Epithelial Cells,414,epithelial cell,,NA,NA,FALSE
GSM1319869,pert,GSE54606,GPL10558,,0,Adipocytes|Alveolar|Body tissue|Cultured Cell Line|Epithelial Cells,414,epithelial cell,,NA,NA,FALSE
GSM1319880,pert,GSE54606,GPL10558,,0,Adipocytes|Alveolar|Body tissue|Cultured Cell Line|Epithelial Cells,414,epithelial cell,,NA,NA,FALSE
GSM1319874,pert,GSE54606,GPL10558,,0,Adipocytes|Alveolar|Body tissue|Cultured Cell Line|Epithelial Cells,414,epithelial cell,,NA,NA,FALSE
GSM1319876,pert,GSE54606,GPL10558,,0,Adipocytes|Alveolar|Body tissue|Cultured Cell Line|Epithelial Cells,414,epithelial cell,,NA,NA,FALSE
GSM1319885,pert,GSE54606,GPL10558,,0,Adipocytes|Alveolar|Body tissue|Cultured Cell Line|Epithelial Cells,414,epithelial cell,,NA,NA,FALSE
GSM1319887,pert,GSE54606,GPL10558,,0,Adipocytes|Alveolar|Body tissue|Cultured Cell Line|Epithelial Cells,414,epithelial cell,,NA,NA,FALSE
GSM1319872,pert,GSE54606,GPL10558,,0,Adipocytes|Alveolar|Body tissue|Cultured Cell Line|Epithelial Cells,414,epithelial cell,,NA,NA,FALSE
GSM1319883,pert,GSE54606,GPL10558,,0,Adipocytes|Alveolar|Body tissue|Cultured Cell Line|Epithelial Cells,414,epithelial cell,,NA,NA,FALSE
GSM1319871,pert,GSE54606,GPL10558,,0,Adipocytes|Alveolar|Body tissue|Cultured Cell Line|Epithelial Cells,414,epithelial cell,,NA,NA,FALSE
GSM1319882,pert,GSE54606,GPL10558,,0,Adipocytes|Alveolar|Body tissue|Cultured Cell Line|Epithelial Cells,414,epithelial cell,,NA,NA,FALSE
GSM1319878,pert,GSE54606,GPL10558,,0,Adipocytes|Alveolar|Body tissue|Cultured Cell Line|Epithelial Cells,414,epithelial cell,,NA,NA,FALSE
GSM1319889,pert,GSE54606,GPL10558,,0,Adipocytes|Alveolar|Body tissue|Cultured Cell Line|Epithelial Cells,414,epithelial cell,,NA,NA,FALSE
GSM671808,pert,GSE27183,GPL4133,agonist|dimethyl sulfoxide|donor|insulin-sensitizing drug|rosiglitazone,NA,Cells|Cells [Chemical/Ingredient]|Hepatocyte,NA,NA,NA,NA,NA,NA
GSM671810,pert,GSE27183,GPL4133,agonist|dimethyl sulfoxide|donor|insulin-sensitizing drug|rosiglitazone,NA,Cells|Cells [Chemical/Ingredient]|Hepatocyte,NA,NA,NA,NA,NA,NA
GSM671811,pert,GSE27183,GPL4133,agonist|dimethyl sulfoxide|donor|insulin-sensitizing drug|rosiglitazone,NA,Cells|Cells [Chemical/Ingredient]|Hepatocyte,NA,NA,NA,NA,NA,NA
GSM671813,pert,GSE27183,GPL4133,agonist|dimethyl sulfoxide|donor|insulin-sensitizing drug|rosiglitazone,NA,Cells|Cells [Chemical/Ingredient]|Hepatocyte,NA,NA,NA,NA,NA,NA
GSM671815,pert,GSE27183,GPL4133,agonist|dimethyl sulfoxide|donor|insulin-sensitizing drug|rosiglitazone,NA,Cells|Cells [Chemical/Ingredient]|Hepatocyte,NA,NA,NA,NA,NA,NA
GSM671818,pert,GSE27183,GPL4133,agonist|dimethyl sulfoxide|donor|insulin-sensitizing drug|rosiglitazone,NA,Cells|Cells [Chemical/Ingredient]|Hepatocyte,NA,NA,NA,NA,NA,NA
GSM671820,pert,GSE27183,GPL4133,agonist|dimethyl sulfoxide|donor|insulin-sensitizing drug|rosiglitazone,NA,Cells|Cells [Chemical/Ingredient]|Hepatocyte,NA,NA,NA,NA,NA,NA
GSM671822,pert,GSE27183,GPL4133,agonist|dimethyl sulfoxide|donor|insulin-sensitizing drug|rosiglitazone,NA,Cells|Cells [Chemical/Ingredient]|Hepatocyte,NA,NA,NA,NA,NA,NA
GSM671823,pert,GSE27183,GPL4133,agonist|dimethyl sulfoxide|donor|insulin-sensitizing drug|rosiglitazone,NA,Cells|Cells [Chemical/Ingredient]|Hepatocyte,NA,NA,NA,NA,NA,NA
GSM671829,pert,GSE27183,GPL4133,agonist|dimethyl sulfoxide|donor|insulin-sensitizing drug,NA,Cells|Cells [Chemical/Ingredient]|Hepatocyte,NA,NA,NA,NA,NA,NA
GSM671832,pert,GSE27183,GPL4133,agonist|dimethyl sulfoxide|donor|insulin-sensitizing drug,NA,Cells|Cells [Chemical/Ingredient]|Hepatocyte,NA,NA,NA,NA,NA,NA
GSM671834,pert,GSE27183,GPL4133,agonist|dimethyl sulfoxide|donor|insulin-sensitizing drug,NA,Cells|Cells [Chemical/Ingredient]|Hepatocyte,NA,NA,NA,NA,NA,NA
GSM1567054,pert,GSE64250,GPL11532,hormone,0,Cells,2588,NCI-H295R cell,,NA,NA,FALSE
GSM1567055,pert,GSE64250,GPL11532,hormone,0,Cells,2588,NCI-H295R cell,,NA,NA,FALSE
GSM671847,pert,GSE27183,GPL4133,agonist|dimethyl sulfoxide|donor|insulin-sensitizing drug,NA,Cells|Cells [Chemical/Ingredient]|Hepatocyte,NA,NA,NA,NA,NA,NA
GSM671850,pert,GSE27183,GPL4133,agonist|dimethyl sulfoxide|donor|insulin-sensitizing drug,NA,Cells|Cells [Chemical/Ingredient]|Hepatocyte,NA,NA,NA,NA,NA,NA
GSM671852,pert,GSE27183,GPL4133,agonist|dimethyl sulfoxide|donor|insulin-sensitizing drug,NA,Cells|Cells [Chemical/Ingredient]|Hepatocyte,NA,NA,NA,NA,NA,NA
GSM671901,pert,GSE27188,GPL570,biomarker|potassium bromide,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.946772629,FALSE
GSM671902,pert,GSE27188,GPL570,biomarker|potassium bromide,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.946245745,FALSE
GSM671903,pert,GSE27188,GPL570,biomarker|potassium bromide,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.943701176,FALSE
GSM1567058,pert,GSE64250,GPL11532,hormone,NA,Cells,NA,NA,NA,NA,NA,NA
GSM1567059,pert,GSE64250,GPL11532,hormone,NA,Cells,NA,NA,NA,NA,NA,NA
GSM1319873,pert,GSE54606,GPL10558,,0,Adipocytes|Alveolar|Body tissue|Cultured Cell Line|Epithelial Cells,414,epithelial cell,,NA,NA,FALSE
GSM1319875,pert,GSE54606,GPL10558,,0,Adipocytes|Alveolar|Body tissue|Cultured Cell Line|Epithelial Cells,414,epithelial cell,,NA,NA,FALSE
GSM1319884,pert,GSE54606,GPL10558,,0,Adipocytes|Alveolar|Body tissue|Cultured Cell Line|Epithelial Cells,414,epithelial cell,,NA,NA,FALSE
GSM1319886,pert,GSE54606,GPL10558,,0,Adipocytes|Alveolar|Body tissue|Cultured Cell Line|Epithelial Cells,414,epithelial cell,,NA,NA,FALSE
