,gsm,type,geo_id,platform.new,drug_name,DiseaseState,cell_type,TissueID,TissueName,ale_text_sex,ale_expr_sex,ale_expr_sex_post,cell_line
1086,GSM810967,pert,GSE32670,GPL570,"17beta-estradiol|4,4'-diaminodiphenylmethane|ethanol",1,Cells|Cultured Cell Line|Entire breast|MCF-7 Cells,149,breast,,male,0.53476826,FALSE
1087,GSM810970,pert,GSE32670,GPL570,"17beta-estradiol|4,4'-diaminodiphenylmethane|ethanol",1,Cells|Cultured Cell Line|Entire breast|MCF-7 Cells,149,breast,,male,0.548511572,FALSE
1088,GSM810971,pert,GSE32670,GPL570,"17beta-estradiol|4,4'-diaminodiphenylmethane|ethanol",1,Cells|Cultured Cell Line|Entire breast|MCF-7 Cells,149,breast,,female,0.698187736,FALSE
1089,GSM810972,pert,GSE32670,GPL570,"17beta-estradiol|4,4'-diaminodiphenylmethane|ethanol",1,Cells|Cultured Cell Line|Entire breast|MCF-7 Cells,149,breast,,female,0.586473264,FALSE
1090,GSM810973,pert,GSE32670,GPL570,"17beta-estradiol|4,4'-diaminodiphenylmethane|ethanol",1,Cells|Cultured Cell Line|Entire breast|MCF-7 Cells,149,breast,,female,0.629922379,FALSE
1091,GSM810974,pert,GSE32670,GPL570,"17beta-estradiol|4,4'-diaminodiphenylmethane|ethanol",1,Cells|Cultured Cell Line|Entire breast|MCF-7 Cells,149,breast,,female,0.53977927,FALSE
1092,GSM810975,pert,GSE32670,GPL570,"17beta-estradiol|4,4'-diaminodiphenylmethane|ethanol",1,Cells|Cultured Cell Line|Entire breast|MCF-7 Cells,149,breast,,female,0.618416668,FALSE
1093,GSM810976,pert,GSE32670,GPL570,"17beta-estradiol|4,4'-diaminodiphenylmethane|ethanol",1,Cells|Cultured Cell Line|Entire breast|MCF-7 Cells,149,breast,,female,0.586048244,FALSE
1094,GSM810977,pert,GSE32670,GPL570,"17beta-estradiol|4,4'-diaminodiphenylmethane|ethanol",1,Cells|Cultured Cell Line|Entire breast|MCF-7 Cells,149,breast,,female,0.54102722,FALSE
1095,GSM810978,pert,GSE32670,GPL570,"17beta-estradiol|4,4'-diaminodiphenylmethane|ethanol",1,Cells|Cultured Cell Line|Entire breast|MCF-7 Cells,149,breast,,female,0.594339426,FALSE
1096,GSM810979,pert,GSE32670,GPL570,"17beta-estradiol|4,4'-diaminodiphenylmethane|ethanol",1,Cells|Cultured Cell Line|Entire breast|MCF-7 Cells,149,breast,,male,0.515331632,FALSE
1097,GSM810980,pert,GSE32670,GPL570,"17beta-estradiol|4,4'-diaminodiphenylmethane|ethanol",1,Cells|Cultured Cell Line|Entire breast|MCF-7 Cells,149,breast,,male,0.614135376,FALSE
1098,GSM810981,pert,GSE32670,GPL570,"17beta-estradiol|4,4'-diaminodiphenylmethane|ethanol",1,Cells|Cultured Cell Line|Entire breast|MCF-7 Cells,149,breast,,male,0.56635714,FALSE
1099,GSM810982,pert,GSE32670,GPL570,"17beta-estradiol|4,4'-diaminodiphenylmethane|ethanol",1,Cells|Cultured Cell Line|Entire breast|MCF-7 Cells,149,breast,,female,0.500279871,FALSE
1100,GSM573708,pert,GSE21477,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.871893386,NA
1101,GSM573709,pert,GSE27202,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.881010424,NA
1102,GSM573710,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.930448595,NA
1103,GSM573795,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,female,0.636014684,NA
1104,GSM573796,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,female,0.694892156,NA
1105,GSM573797,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,female,0.567343694,NA
1106,GSM573789,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.518061018,NA
1107,GSM573790,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,female,0.628113063,NA
1108,GSM573791,pert,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,female,0.839592209,NA
1109,GSM1230797,pert,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,male,0.682939135,NA
1110,GSM1230798,pert,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,male,0.697905011,NA
1111,GSM1230799,pert,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,male,0.685831952,NA
1112,GSM422134,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,female,0.569309439,FALSE
1113,GSM422135,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,male,0.87037152,FALSE
1114,GSM422136,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,male,0.949124169,FALSE
1115,GSM422137,pert,GSE16385,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,male,0.885226143,FALSE
1116,GSM810959,pert,GSE32670,GPL570,17beta-estradiol,1,Cells|Cultured Cell Line|Entire breast|MCF-7 Cells,149,breast,,female,0.56925947,FALSE
1117,GSM810960,pert,GSE32670,GPL570,17beta-estradiol,1,Cells|Cultured Cell Line|Entire breast|MCF-7 Cells,149,breast,,male,0.808013175,FALSE
1118,GSM671952,pert,GSE27192,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,male,0.633831602,FALSE
1119,GSM671953,pert,GSE27192,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,male,0.717787486,FALSE
1120,GSM671954,pert,GSE27192,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,male,0.626652417,FALSE
1121,GSM671949,pert,GSE27192,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,male,0.522817919,FALSE
1122,GSM671950,pert,GSE27192,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,male,0.700539046,FALSE
1123,GSM671951,pert,GSE27192,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,male,0.596354022,FALSE
1124,GSM671940,pert,GSE27191,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.95252653,FALSE
1125,GSM671941,pert,GSE27191,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.948527359,FALSE
1126,GSM671942,pert,GSE27191,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.938774588,FALSE
1127,GSM671916,pert,GSE27189,GPL570,biomarker|potassium bromide,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.973614175,FALSE
1128,GSM671917,pert,GSE27189,GPL570,biomarker|potassium bromide,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.946694157,FALSE
1129,GSM671918,pert,GSE27189,GPL570,biomarker|potassium bromide,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.948934964,FALSE
1130,GSM671928,pert,GSE27190,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.932187383,FALSE
1131,GSM671929,pert,GSE27190,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.948799174,FALSE
1132,GSM671930,pert,GSE27190,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.93385907,FALSE
1133,GSM1230884,pert,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.841365883,NA
1134,GSM1230885,pert,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.751690118,NA
1135,GSM1230886,pert,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.842422065,NA
1136,GSM1230707,pert,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.752303767,NA
1137,GSM1230708,pert,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.69169856,NA
1138,GSM1230709,pert,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.792086579,NA
1139,GSM1230616,pert,GSE50830,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",,male,0.788071531,NA
1140,GSM1230617,pert,GSE50830,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",,female,0.521473734,NA
1141,GSM1230618,pert,GSE50830,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",,female,0.518799446,NA
1142,GSM189451,pert,GSE7807,GPL570,"1D-myo-inositol 1,4,5-trisphosphate|antagonist|calcium atom|cysteinyl group|donor|ethanol|inhibitor|inositol|leukotriene|leukotriene D4|leukotriene D4(1-)|oligonucleotide|triphosphate(5-)",0,Cells [Chemical/Ingredient]|Dendritic Cells|eosinophil|Monocytes,876,monocyte,,male,0.84043197,FALSE
1143,GSM189452,pert,GSE7807,GPL570,"1D-myo-inositol 1,4,5-trisphosphate|antagonist|calcium atom|cysteinyl group|donor|ethanol|inhibitor|inositol|leukotriene|leukotriene D4|leukotriene D4(1-)|oligonucleotide|triphosphate(5-)",0,Cells [Chemical/Ingredient]|Dendritic Cells|eosinophil|Monocytes,876,monocyte,,male,0.754595385,FALSE
1144,GSM189453,pert,GSE7807,GPL570,"1D-myo-inositol 1,4,5-trisphosphate|antagonist|calcium atom|cysteinyl group|donor|ethanol|inhibitor|inositol|leukotriene|leukotriene D4|leukotriene D4(1-)|oligonucleotide|triphosphate(5-)",0,Cells [Chemical/Ingredient]|Dendritic Cells|eosinophil|Monocytes,876,monocyte,,male,0.600200189,FALSE
1145,GSM189454,pert,GSE7807,GPL570,"1D-myo-inositol 1,4,5-trisphosphate|antagonist|calcium atom|cysteinyl group|donor|ethanol|inhibitor|inositol|leukotriene|leukotriene D4|leukotriene D4(1-)|oligonucleotide|triphosphate(5-)",0,Cells [Chemical/Ingredient]|Dendritic Cells|eosinophil|Monocytes,876,monocyte,,male,0.546161497,FALSE
1146,GSM1196678,pert,GSE49284,GPL570,adenosyl group|biomarker|dimethyl sulfoxide|histone|inhibitor|L-methionine|lysine,NA,Body tissue|Cultured Cell Line|Entire cell|Lymphoma cells|Oral cavity|Protoplasm,NA,NA,NA,male,0.592843861,NA
1147,GSM1196679,pert,GSE49284,GPL570,adenosyl group|biomarker|dimethyl sulfoxide|histone|inhibitor|L-methionine|lysine,NA,Body tissue|Cultured Cell Line|Entire cell|Lymphoma cells|Oral cavity|Protoplasm,NA,NA,NA,male,0.618077338,NA
1148,GSM1196680,pert,GSE49284,GPL570,adenosyl group|biomarker|dimethyl sulfoxide|histone|inhibitor|L-methionine|lysine,NA,Body tissue|Cultured Cell Line|Entire cell|Lymphoma cells|Oral cavity|Protoplasm,NA,NA,NA,male,0.580322845,NA
1149,GSM1196714,pert,GSE49284,GPL570,adenosyl group|biomarker|dimethyl sulfoxide|histone|inhibitor|L-methionine|lysine,NA,Body tissue|Cultured Cell Line|Entire cell|Lymphoma cells|Oral cavity|Protoplasm,NA,NA,NA,male,0.631326373,NA
1150,GSM1196715,pert,GSE49284,GPL570,adenosyl group|biomarker|dimethyl sulfoxide|histone|inhibitor|L-methionine|lysine,NA,Body tissue|Cultured Cell Line|Entire cell|Lymphoma cells|Oral cavity|Protoplasm,NA,NA,NA,male,0.635138624,NA
1151,GSM1196716,pert,GSE49284,GPL570,adenosyl group|biomarker|dimethyl sulfoxide|histone|inhibitor|L-methionine|lysine,NA,Body tissue|Cultured Cell Line|Entire cell|Lymphoma cells|Oral cavity|Protoplasm,NA,NA,NA,male,0.702332501,NA
1152,GSM1196750,pert,GSE49284,GPL570,adenosyl group|biomarker|dimethyl sulfoxide|histone|inhibitor|L-methionine|lysine,NA,Body tissue|Cultured Cell Line|Entire cell|Lymphoma cells|Oral cavity|Protoplasm,NA,NA,NA,male,0.525715941,NA
1153,GSM1196751,pert,GSE49284,GPL570,adenosyl group|biomarker|dimethyl sulfoxide|histone|inhibitor|L-methionine|lysine,NA,Body tissue|Cultured Cell Line|Entire cell|Lymphoma cells|Oral cavity|Protoplasm,NA,NA,NA,male,0.554076543,NA
1154,GSM1196752,pert,GSE49284,GPL570,adenosyl group|biomarker|dimethyl sulfoxide|histone|inhibitor|L-methionine|lysine,NA,Body tissue|Cultured Cell Line|Entire cell|Lymphoma cells|Oral cavity|Protoplasm,NA,NA,NA,female,0.55474886,NA
1155,GSM1196669,pert,GSE49284,GPL570,adenosyl group|biomarker|dimethyl sulfoxide|histone|inhibitor|L-methionine|lysine,NA,Body tissue|Cultured Cell Line|Entire cell|Lymphoma cells|Oral cavity|Protoplasm,NA,NA,NA,male,0.93497935,NA
1156,GSM1196670,pert,GSE49284,GPL570,adenosyl group|biomarker|dimethyl sulfoxide|histone|inhibitor|L-methionine|lysine,NA,Body tissue|Cultured Cell Line|Entire cell|Lymphoma cells|Oral cavity|Protoplasm,NA,NA,NA,male,0.909704971,NA
1157,GSM1196671,pert,GSE49284,GPL570,adenosyl group|biomarker|dimethyl sulfoxide|histone|inhibitor|L-methionine|lysine,NA,Body tissue|Cultured Cell Line|Entire cell|Lymphoma cells|Oral cavity|Protoplasm,NA,NA,NA,male,0.944273879,NA
1158,GSM1196705,pert,GSE49284,GPL570,adenosyl group|biomarker|dimethyl sulfoxide|histone|inhibitor|L-methionine|lysine,NA,Body tissue|Cultured Cell Line|Entire cell|Lymphoma cells|Oral cavity|Protoplasm,NA,NA,NA,male,0.880069141,NA
1159,GSM1196706,pert,GSE49284,GPL570,adenosyl group|biomarker|dimethyl sulfoxide|histone|inhibitor|L-methionine|lysine,NA,Body tissue|Cultured Cell Line|Entire cell|Lymphoma cells|Oral cavity|Protoplasm,NA,NA,NA,male,0.918162016,NA
1160,GSM1196707,pert,GSE49284,GPL570,adenosyl group|biomarker|dimethyl sulfoxide|histone|inhibitor|L-methionine|lysine,NA,Body tissue|Cultured Cell Line|Entire cell|Lymphoma cells|Oral cavity|Protoplasm,NA,NA,NA,male,0.950058193,NA
1161,GSM1196741,pert,GSE49284,GPL570,adenosyl group|biomarker|dimethyl sulfoxide|histone|inhibitor|L-methionine|lysine,NA,Body tissue|Cultured Cell Line|Entire cell|Lymphoma cells|Oral cavity|Protoplasm,NA,NA,NA,male,0.908738854,NA
1162,GSM1196742,pert,GSE49284,GPL570,adenosyl group|biomarker|dimethyl sulfoxide|histone|inhibitor|L-methionine|lysine,NA,Body tissue|Cultured Cell Line|Entire cell|Lymphoma cells|Oral cavity|Protoplasm,NA,NA,NA,male,0.908184217,NA
1163,GSM1196743,pert,GSE49284,GPL570,adenosyl group|biomarker|dimethyl sulfoxide|histone|inhibitor|L-methionine|lysine,NA,Body tissue|Cultured Cell Line|Entire cell|Lymphoma cells|Oral cavity|Protoplasm,NA,NA,NA,male,0.886589235,NA
1164,GSM671728,pert,GSE27182,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.982265524,FALSE
1165,GSM671729,pert,GSE27182,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.976258295,FALSE
1166,GSM671730,pert,GSE27182,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.974873137,FALSE
1167,GSM671561,pert,GSE27170,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.964649075,FALSE
1168,GSM671562,pert,GSE27170,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.96031558,FALSE
1169,GSM671563,pert,GSE27170,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.978061439,FALSE
1170,GSM671549,pert,GSE27169,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.867590768,FALSE
1171,GSM671550,pert,GSE27169,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.846337062,FALSE
1172,GSM671551,pert,GSE27169,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.8807426,FALSE
1173,GSM1230704,pert,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.858894708,NA
1174,GSM1230705,pert,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.824303163,NA
1175,GSM1230706,pert,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.814136961,NA
1176,GSM1038433,pert,GSE42375,GPL570,,NA,chromatin location|Cultured Cell Line,NA,NA,NA,male,0.631917252,NA
1177,GSM1038434,pert,GSE42375,GPL570,,NA,chromatin location|Cultured Cell Line,NA,NA,NA,male,0.699895068,NA
1178,GSM1038437,pert,GSE42375,GPL570,,NA,chromatin location|Cultured Cell Line,NA,NA,NA,male,0.557844004,NA
1179,GSM1038438,pert,GSE42375,GPL570,,NA,chromatin location|Cultured Cell Line,NA,NA,NA,male,0.537228524,NA
1180,GSM672191,pert,GSE27208,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.955066107,FALSE
1181,GSM672197,pert,GSE27208,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.923130823,FALSE
1182,GSM672203,pert,GSE27208,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.944752089,FALSE
1183,GSM672220,pert,GSE27208,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,male,0.567215843,FALSE
1184,GSM672221,pert,GSE27208,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,male,0.715384541,FALSE
1185,GSM672222,pert,GSE27208,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,male,0.598766536,FALSE
1186,GSM422189,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,male,0.827846859,FALSE
1187,GSM422190,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,male,0.508356221,FALSE
1188,GSM422191,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,male,0.832791846,FALSE
1189,GSM422192,pert,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,female,0.54719064,FALSE
1190,GSM270543,pert,GSE10700,GPL570,oligonucleotide,0,Bronchial|Cells [Chemical/Ingredient]|Epithelial Cells,414,epithelial cell,,male,0.807997839,FALSE
1191,GSM270544,pert,GSE10700,GPL570,oligonucleotide,0,Bronchial|Cells [Chemical/Ingredient]|Epithelial Cells,414,epithelial cell,,male,0.585246081,FALSE
1192,GSM270545,pert,GSE10700,GPL570,oligonucleotide,0,Bronchial|Cells [Chemical/Ingredient]|Epithelial Cells,414,epithelial cell,,male,0.849194649,FALSE
1193,GSM270546,pert,GSE10700,GPL570,oligonucleotide,0,Bronchial|Cells [Chemical/Ingredient]|Epithelial Cells,414,epithelial cell,,male,0.902136791,FALSE
1194,GSM270551,pert,GSE10700,GPL570,oligonucleotide,0,Bronchial|Cells [Chemical/Ingredient]|Epithelial Cells,414,epithelial cell,,male,0.764102576,FALSE
1195,GSM270552,pert,GSE10700,GPL570,oligonucleotide,0,Bronchial|Cells [Chemical/Ingredient]|Epithelial Cells,414,epithelial cell,,female,0.55754253,FALSE
1196,GSM270553,pert,GSE10700,GPL570,oligonucleotide,0,Bronchial|Cells [Chemical/Ingredient]|Epithelial Cells,414,epithelial cell,,male,0.764225466,FALSE
1197,GSM270554,pert,GSE10700,GPL570,oligonucleotide,0,Bronchial|Cells [Chemical/Ingredient]|Epithelial Cells,414,epithelial cell,,male,0.799095581,FALSE
1198,GSM270555,pert,GSE10700,GPL570,oligonucleotide,0,Bronchial|Cells [Chemical/Ingredient]|Epithelial Cells,414,epithelial cell,,male,0.757180946,FALSE
1199,GSM270556,pert,GSE10700,GPL570,oligonucleotide,0,Bronchial|Cells [Chemical/Ingredient]|Epithelial Cells,414,epithelial cell,,female,0.611654986,FALSE
1200,GSM270557,pert,GSE10700,GPL570,oligonucleotide,0,Bronchial|Cells [Chemical/Ingredient]|Epithelial Cells,414,epithelial cell,,male,0.876794174,FALSE
1201,GSM270558,pert,GSE10700,GPL570,oligonucleotide,0,Bronchial|Cells [Chemical/Ingredient]|Epithelial Cells,414,epithelial cell,,female,0.659415832,FALSE
1202,GSM548549,pert,GSE22061,GPL570,histone deacetylase inhibitor|romidepsin|solvent,1,"Cells [Chemical/Ingredient]|Colon structure (body structure)|Cultured Cell Line|HCT116 Cells|Malignant Epithelial Cell|Tumor cells, malignant",269,colon,,male,0.899455827,FALSE
1203,GSM548550,pert,GSE22061,GPL570,histone deacetylase inhibitor|romidepsin|solvent,1,"Cells [Chemical/Ingredient]|Colon structure (body structure)|Cultured Cell Line|HCT116 Cells|Malignant Epithelial Cell|Tumor cells, malignant",269,colon,,male,0.850522838,FALSE
1204,GSM548547,pert,GSE22061,GPL570,histone deacetylase inhibitor|romidepsin|solvent,1,"Cells [Chemical/Ingredient]|Colon structure (body structure)|Cultured Cell Line|HCT116 Cells|Malignant Epithelial Cell|Tumor cells, malignant",269,colon,,male,0.596292639,FALSE
1205,GSM548548,pert,GSE22061,GPL570,histone deacetylase inhibitor|romidepsin|solvent,1,"Cells [Chemical/Ingredient]|Colon structure (body structure)|Cultured Cell Line|HCT116 Cells|Malignant Epithelial Cell|Tumor cells, malignant",269,colon,,male,0.810307995,FALSE
1206,GSM373562,pert,GSE14886,GPL570,(+)-dexrazoxane|doxorubicin(1+)|doxycycline|tetracycline,NA,Cells [Chemical/Ingredient]|Cultured Cell Line|Entire cell,NA,NA,NA,male,0.622486327,NA
1207,GSM373563,pert,GSE14886,GPL570,(+)-dexrazoxane|doxorubicin(1+)|doxycycline|tetracycline,NA,Cells [Chemical/Ingredient]|Cultured Cell Line|Entire cell,NA,NA,NA,male,0.670970621,NA
1208,GSM373564,pert,GSE14886,GPL570,(+)-dexrazoxane|doxorubicin(1+)|doxycycline|tetracycline,NA,Cells [Chemical/Ingredient]|Cultured Cell Line|Entire cell,NA,NA,NA,male,0.709095574,NA
1209,GSM611569,pert,GSE24869,GPL570,leukotriene B4|leukotriene D4(1-),0,Cells|Monocytes,876,monocyte,,male,0.656088007,FALSE
1210,GSM611570,pert,GSE24869,GPL570,leukotriene B4|leukotriene D4(1-),0,Cells|Monocytes,876,monocyte,,male,0.883881232,FALSE
1211,GSM611572,pert,GSE24869,GPL570,leukotriene B4|leukotriene D4(1-),0,Cells|Monocytes,876,monocyte,,male,0.862174466,FALSE
1212,GSM611573,pert,GSE24869,GPL570,leukotriene B4|leukotriene D4(1-),0,Cells|Monocytes,876,monocyte,,male,0.822730341,FALSE
1213,GSM611574,pert,GSE24869,GPL570,leukotriene B4|leukotriene D4(1-),0,Cells|Monocytes,876,monocyte,,male,0.629181777,FALSE
1214,GSM587958,pert,GSE23849,GPL570,"Aortic Aneurysm, Abdominal|bortezomib|inhibitor|proteasome inhibitor|protein polypeptide chain",NA,Cells [Chemical/Ingredient]|Cultured Cell Line|Endoplasmic Reticulum|Entire cell|Lymphoma cells|Membrane|Neoplastic Cell,NA,NA,NA,female,0.827682969,NA
1215,GSM587962,pert,GSE23849,GPL570,"Aortic Aneurysm, Abdominal|bortezomib|inhibitor|proteasome inhibitor|protein polypeptide chain",NA,Cells [Chemical/Ingredient]|Cultured Cell Line|Endoplasmic Reticulum|Entire cell|Lymphoma cells|Membrane|Neoplastic Cell,NA,NA,NA,female,0.83807289,NA
1216,GSM1081196,pert,GSE44245,GPL570,,0,Cells|Lymphocyte,775,lymphocyte,,male,0.999606248,FALSE
1217,GSM1081197,pert,GSE44245,GPL570,,0,Cells|Lymphocyte,775,lymphocyte,,male,0.998502791,FALSE
1218,GSM1081198,pert,GSE44245,GPL570,,0,Cells|Lymphocyte,775,lymphocyte,,male,0.631743842,FALSE
1219,GSM270547,pert,GSE10700,GPL570,oligonucleotide,0,Bronchial|Cells [Chemical/Ingredient]|Epithelial Cells,414,epithelial cell,,male,0.819318174,FALSE
1220,GSM270548,pert,GSE10700,GPL570,oligonucleotide,0,Bronchial|Cells [Chemical/Ingredient]|Epithelial Cells,414,epithelial cell,,male,0.632744182,FALSE
